year,state,state_code,office,candidate,party,percentage,winner,incumbent
2024,Delaware,DE,governor,Matt Meyer,Democratic,56.1,True,False
2024,Delaware,DE,governor,Michael Ramone,Republican,43.9,False,False
2024,Indiana,IN,governor,Mike Braun,Republican,54.4,True,False
2024,Indiana,IN,governor,Jennifer McCormick,Democratic,41.1,False,False
2024,Indiana,IN,governor,Donald Rainwater,Libertarian,4.5,False,False
2024,Missouri,MO,governor,Mike Kehoe,Republican,59.2,True,False
2024,Missouri,MO,governor,Crystal Quade,Democratic,38.7,False,False
2024,Montana,MT,governor,Greg Gianforte,Republican,58.9,True,True
2024,Montana,MT,governor,Ryan Busse,Democratic,38.6,False,False
2024,Montana,MT,governor,Kaiser Leib,Libertarian,2.5,False,False
2024,New Hampshire,NH,governor,Kelly Ayotte,Republican,53.6,True,False
2024,New Hampshire,NH,governor,Joyce Craig,Democratic,44.3,False,False
2024,New Hampshire,NH,governor,Stephen Villee,Libertarian,2.1,False,False
2024,North Carolina,NC,governor,Josh Stein,Democratic,54.9,True,False
2024,North Carolina,NC,governor,Mark Robinson,Republican,40.1,False,False
2024,North Carolina,NC,governor,Mike Ross,Libertarian,3.2,False,False
2024,North Dakota,ND,governor,Kelly Armstrong,Republican,68.4,True,False
2024,North Dakota,ND,governor,Merrill Piepkorn,North Dakota Democratic-npl,26.0,False,False
2024,North Dakota,ND,governor,Michael Coachman,Independent,5.6,False,False
2024,Utah,UT,governor,Spencer Cox,Republican,52.9,True,True
2024,Utah,UT,governor,Brian King,Democratic,28.5,False,False
2024,Utah,UT,governor,Phil Lyman,Write-in Candidate,13.4,False,False
2024,Utah,UT,governor,Robert Latham,Libertarian,2.8,False,False
2024,Vermont,VT,governor,Phil Scott,Republican,73.4,True,True
2024,Vermont,VT,governor,Esther Charlestin,Democratic,21.8,False,False
2024,Vermont,VT,governor,Kevin Hoyt,Independent,2.6,False,False
2024,Washington,WA,governor,Bob Ferguson,Democratic,55.7,True,False
2024,Washington,WA,governor,Dave Reichert,Republican,44.3,False,False
2024,West Virginia,WV,governor,Patrick Morrisey,Republican,62.0,True,False
2024,West Virginia,WV,governor,Steve Williams,Democratic,31.6,False,False
2024,West Virginia,WV,governor,Erika Kolenich,Libertarian,2.9,False,False
2024,West Virginia,WV,governor,Marshall Wilson,Constitution,2.3,False,False
2024,West Virginia,WV,governor,Chase Linko-Looper,Mountain,1.3,False,False
2024,American Samoa,AS,governor,Pula Nikolao Pula,Nonpartisan,42.4,False,False
2024,American Samoa,AS,governor,Lemanu Peleti Mauga,Nonpartisan,36.2,False,True
2024,American Samoa,AS,governor,Vaitautolu Talia Iaulualo,Nonpartisan,21.4,False,False
2024,Puerto Rico,PR,governor,Jenniffer González-Colón,New Progressive Party (puerto Rico),41.2,True,False
2024,Puerto Rico,PR,governor,Juan Dalmau,Independence,30.8,False,False
2024,Puerto Rico,PR,governor,Jesús Manuel Ortiz,Popular Democratic Party (puerto Rico),21.5,False,False
2024,Puerto Rico,PR,governor,Javier Jiménez,Project Dignity,6.4,False,False
2024,Puerto Rico,PR,governor,Javier Córdova Iturregui,Movimiento Victoria Ciudadana,0.1,False,False
2024,Indiana,IN,attorney general,Todd Rokita,Republican,58.83,True,True
2024,Indiana,IN,attorney general,Destiny Wells,Democratic,41.17,False,False
2024,Missouri,MO,attorney general,Andrew Bailey,Republican,59.78,True,True
2024,Missouri,MO,attorney general,Elad Gross,Democratic,37.92,False,False
2024,Missouri,MO,attorney general,Ryan Munro,Libertarian,2.3,False,False
2024,Montana,MT,attorney general,Austin Knudsen,Republican,59.71,True,True
2024,Montana,MT,attorney general,Ben Alke,Democratic,40.29,False,False
2024,North Carolina,NC,attorney general,Jeff Jackson,Democratic,51.43,True,False
2024,North Carolina,NC,attorney general,Dan Bishop,Republican,48.57,False,False
2024,Oregon,OR,attorney general,Dan Rayfield,Democratic,54.37,True,False
2024,Oregon,OR,attorney general,Will Lathrop,Republican,45.51,False,False
2024,Pennsylvania,PA,attorney general,Dave Sunday,Republican,50.81,True,False
2024,Pennsylvania,PA,attorney general,Eugene DePasquale,Democratic,46.2,False,False
2024,Pennsylvania,PA,attorney general,Rob Cowburn,Libertarian,1.29,False,False
2024,Pennsylvania,PA,attorney general,Eric Settle,Forward,0.99,False,False
2024,Utah,UT,attorney general,Derek Brown,Republican,57.84,True,False
2024,Utah,UT,attorney general,Rudy Bautista,Democratic,27.68,False,False
2024,Utah,UT,attorney general,Michelle Quist,Utah,7.16,False,False
2024,Utah,UT,attorney general,Andrew McCullough,Libertarian,3.86,False,False
2024,Vermont,VT,attorney general,Charity Clark,Democratic,57.82,True,True
2024,Vermont,VT,attorney general,Ture Nelson,Republican,37.1,False,False
2024,Vermont,VT,attorney general,Kevin Gustafson,Green Mountain Peace And Justice,4.94,False,False
2024,Washington,WA,attorney general,Nick Brown,Democratic,55.58,True,False
2024,Washington,WA,attorney general,Pete Serrano,Republican,44.33,False,False
2024,West Virginia,WV,attorney general,JB McCuskey,Republican,70.02,True,False
2024,West Virginia,WV,attorney general,Teresa Toriseva,Democratic,29.98,False,False
2024,Missouri,MO,secretary of state,Denny Hoskins,Republican,57.7,True,False
2024,Missouri,MO,secretary of state,Barbara Phifer,Democratic,39.7,False,False
2024,Missouri,MO,secretary of state,Carl Freese,Libertarian,1.7,False,False
2024,Missouri,MO,secretary of state,Jerome Bauer,Green,1.0,False,False
2024,Montana,MT,secretary of state,Christi Jacobsen,Republican,61.39,True,True
2024,Montana,MT,secretary of state,Jesse Mullen,Democratic,35.49,False,False
2024,Montana,MT,secretary of state,John Lamb,Libertarian,3.12,False,False
2024,North Carolina,NC,secretary of state,Elaine Marshall,Democratic,51.04,True,True
2024,North Carolina,NC,secretary of state,Chad Brown,Republican,48.96,False,False
2024,Oregon,OR,secretary of state,Tobias Read,Democratic,54.45,True,False
2024,Oregon,OR,secretary of state,Dennis Linthicum,Republican,41.9,False,False
2024,Oregon,OR,secretary of state,Nathalie Paravicini,Green,3.56,False,False
2024,Vermont,VT,secretary of state,Sarah Copeland Hanzas,Democratic,59.61,True,True
2024,Vermont,VT,secretary of state,H. Brooke Paige,Republican,40.25,False,False
2024,Washington,WA,secretary of state,Steve Hobbs,Democratic,59.2,True,True
2024,Washington,WA,secretary of state,Dale Whitaker,Republican,40.7,False,False
2024,West Virginia,WV,secretary of state,Kris Warner,Republican,71.15,True,False
2024,West Virginia,WV,secretary of state,Thornton Cooper,Democratic,28.85,False,False
2024,Arkansas,AR,state treasurer,John Thurston,Republican,65.37,True,False
2024,Arkansas,AR,state treasurer,John Pagan,Democratic,30.32,False,False
2024,Arkansas,AR,state treasurer,Michael Pakko,Libertarian,4.31,False,False
2024,Missouri,MO,state treasurer,Vivek Malek,Republican,57.93,True,True
2024,Missouri,MO,state treasurer,Mark Osmack,Democratic,38.04,False,False
2024,Missouri,MO,state treasurer,John Hartwig,Libertarian,2.8,False,False
2024,North Carolina,NC,state treasurer,Brad Briner,Republican,52.45,True,False
2024,North Carolina,NC,state treasurer,Wesley Harris,Democratic,47.55,False,False
2024,North Dakota,ND,state treasurer,Thomas Beadle,Republican,98.08,True,True
2024,Oregon,OR,state treasurer,Elizabeth Steiner,Democratic,49.36,True,False
2024,Oregon,OR,state treasurer,Brian Boquist,Republican,43.24,False,False
2024,Pennsylvania,PA,state treasurer,Stacy Garrity,Republican,51.91,True,True
2024,Pennsylvania,PA,state treasurer,Erin McClelland,Democratic,45.65,False,False
2024,Pennsylvania,PA,state treasurer,Nick Ciesielski,Libertarian,1.45,False,False
2024,Utah,UT,state treasurer,Marlo Oaks,Republican,64.94,True,True
2024,Utah,UT,state treasurer,Neil Hansen,Democratic,29.68,False,False
2024,Utah,UT,state treasurer,Miles Pomeroy,Forward,5.38,False,False
2024,Vermont,VT,state treasurer,Mike Pieciak,Democratic,60.79,True,True
2024,Vermont,VT,state treasurer,Joshua Bechhoefer,Republican,39.09,False,False
2024,Washington,WA,state treasurer,Mike Pellicciotti,Democratic,57.26,True,True
2024,Washington,WA,state treasurer,Sharon Hanek,Republican,42.65,False,False
2024,West Virginia,WV,state treasurer,Larry Pack,Republican,99.93,True,False
