year,state,state_code,office,election,row_type,candidate,party,votes,percentage,winner,incumbent
2010,Alabama,AL,governor,2010 Alabama gubernatorial election,Winning,Robert J. Bentley,Republican,860472.0,57.58,True,False
2010,Alabama,AL,governor,2010 Alabama gubernatorial election,Candidate,Ron Sparks,Democratic,625710.0,41.87,False,False
2010,Alabama,AL,governor,2010 Alabama gubernatorial election,Write-in,,,8091.0,0.54,False,False
2010,Alabama,AL,governor,2010 Alabama gubernatorial election,Total,,,1494273.0,100.0,False,False
2010,Alaska,AK,governor,2010 Alaska gubernatorial election,Winning,Sean Parnell,Republican,151318.0,59.06,True,True
2010,Alaska,AK,governor,2010 Alaska gubernatorial election,Candidate,Ethan Berkowitz,Democratic,96519.0,37.67,False,False
2010,Alaska,AK,governor,2010 Alaska gubernatorial election,Candidate,Don Wright,Independence,4775.0,1.86,False,False
2010,Alaska,AK,governor,2010 Alaska gubernatorial election,Candidate,Billy Toien,Libertarian,2682.0,1.05,False,False
2010,Alaska,AK,governor,2010 Alaska gubernatorial election,Write-in,Write-in Votes,Write-in Votes,898.0,0.35,False,False
2010,Arizona,AZ,governor,"Arizona gubernatorial election, 2010",Winning,Janice Kay Brewer (inc.),Republican,938934.0,54.33,True,False
2010,Arizona,AZ,governor,"Arizona gubernatorial election, 2010",Candidate,Samuel Pearson Goddard III,Democratic,733935.0,42.43,False,False
2010,Arizona,AZ,governor,"Arizona gubernatorial election, 2010",Candidate,Barry Hess,Libertarian,38722.0,2.24,False,False
2010,Arizona,AZ,governor,"Arizona gubernatorial election, 2010",Candidate,Larry Gist,Green,16128.0,0.93,False,False
2010,Arizona,AZ,governor,"Arizona gubernatorial election, 2010",Write-in,Write-ins,Write-ins,362.0,0.02,False,False
2010,Arkansas,AR,governor,"Arkansas gubernatorial election, 2010",Winning,Mike Beebe,Democratic,503336.0,64.42,True,True
2010,Arkansas,AR,governor,"Arkansas gubernatorial election, 2010",Candidate,Jim Keet,Republican,262784.0,33.63,False,False
2010,Arkansas,AR,governor,"Arkansas gubernatorial election, 2010",Candidate,Jim Lendall,Green,14513.0,1.86,False,False
2010,Arkansas,AR,governor,"Arkansas gubernatorial election, 2010",Write-in,,,700.0,0.09,False,False
2010,Arkansas,AR,governor,"Arkansas gubernatorial election, 2010",Total,,,781333.0,100.0,False,False
2010,California,CA,governor,"California gubernatorial election, 2010",Winning,Jerry Brown,Democratic,5428149.0,53.77,True,False
2010,California,CA,governor,"California gubernatorial election, 2010",Candidate,Meg Whitman,Republican,4127391.0,40.88,False,False
2010,California,CA,governor,"California gubernatorial election, 2010",Candidate,Chelene Nightingale,Independent,166312.0,1.65,False,False
2010,California,CA,governor,"California gubernatorial election, 2010",Candidate,Dale Ogden,Libertarian,150895.0,1.49,False,False
2010,California,CA,governor,"California gubernatorial election, 2010",Candidate,Laura Wells,Green,129224.0,1.28,False,False
2010,California,CA,governor,"California gubernatorial election, 2010",Candidate,Carlos Alvarez,Freedom,92851.0,0.92,False,False
2010,California,CA,governor,"California gubernatorial election, 2010",Write-in,,,363.0,0.0,False,False
2010,California,CA,governor,"California gubernatorial election, 2010",Total,,,10095185.0,100.0,False,False
2010,Colorado,CO,governor,2010 Colorado gubernatorial election,Winning,John Hickenlooper,Democratic,915436.0,51.05,True,False
2010,Colorado,CO,governor,2010 Colorado gubernatorial election,Candidate,Tom Tancredo,Constitution,652376.0,36.38,False,False
2010,Colorado,CO,governor,2010 Colorado gubernatorial election,Candidate,Dan Maes,Republican,199792.0,11.14,False,False
2010,Colorado,CO,governor,2010 Colorado gubernatorial election,Candidate,Jaimes Brown,Libertarian,13365.0,0.75,False,False
2010,Colorado,CO,governor,2010 Colorado gubernatorial election,Candidate,Jason R. Clark,Independent,8601.0,0.48,False,False
2010,Colorado,CO,governor,2010 Colorado gubernatorial election,Candidate,Paul Noel Fiorino,Independent,3492.0,0.19,False,False
2010,Colorado,CO,governor,2010 Colorado gubernatorial election,Write-in,Write-ins,Write-ins,86.0,0.0,False,False
2010,Connecticut,CT,governor,2010 Connecticut gubernatorial election,Winning,Dannel Malloy,Total,567278.0,49.51,True,False
2010,Connecticut,CT,governor,2010 Connecticut gubernatorial election,Candidate,Dannel Malloy,Democratic,540970.0,47.21,False,False
2010,Connecticut,CT,governor,2010 Connecticut gubernatorial election,Candidate,Thomas C. Foley,Republican,560874.0,48.95,False,False
2010,Connecticut,CT,governor,2010 Connecticut gubernatorial election,Candidate,Thomas E. Marsh,Independent,17629.0,1.54,False,False
2010,Connecticut,CT,governor,2010 Connecticut gubernatorial election,Write-in,,,18.0,0.0,False,False
2010,Connecticut,CT,governor,2010 Connecticut gubernatorial election,Total,,,1145799.0,100.0,False,False
2010,Florida,FL,governor,2010 Florida gubernatorial election,Winning,Rick Scott,Republican,2619335.0,48.87,True,False
2010,Florida,FL,governor,2010 Florida gubernatorial election,Candidate,Alex Sink,Democratic,2557785.0,47.72,False,False
2010,Florida,FL,governor,2010 Florida gubernatorial election,Candidate,Peter Allen,Independence,123831.0,2.31,False,False
2010,Florida,FL,governor,2010 Florida gubernatorial election,Candidate,C. C. Reed,Independent,18842.0,0.35,False,False
2010,Florida,FL,governor,2010 Florida gubernatorial election,Candidate,Michael E. Arth,Independent,18644.0,0.35,False,False
2010,Florida,FL,governor,2010 Florida gubernatorial election,Candidate,Daniel Imperato,Independent,13690.0,0.26,False,False
2010,Florida,FL,governor,2010 Florida gubernatorial election,Candidate,Farid Khavari,Independent,7487.0,0.14,False,False
2010,Florida,FL,governor,2010 Florida gubernatorial election,Write-in,Write-ins,Write-ins,121.0,0.0,False,False
2010,Georgia,GA,governor,2010 Georgia gubernatorial election,Winning,Nathan Deal,Republican,1365832.0,53.02,True,False
2010,Georgia,GA,governor,2010 Georgia gubernatorial election,Candidate,Roy Barnes,Democratic,1107011.0,42.97,False,False
2010,Georgia,GA,governor,2010 Georgia gubernatorial election,Candidate,John Monds,Libertarian,103194.0,4.01,False,False
2010,Georgia,GA,governor,2010 Georgia gubernatorial election,Write-in,,,124.0,0.0,False,False
2010,Georgia,GA,governor,2010 Georgia gubernatorial election,Total,,,2576161.0,100.0,False,False
2010,Guamanian,GU,governor,2010 Guam gubernatorial election,Winning,Edward J.B. Calvo/Raymond S. Tenorio,Republican,20066.0,50.61,True,False
2010,Guamanian,GU,governor,2010 Guam gubernatorial election,Candidate,Carl T.C. Gutierrez/Frank B. Aguon Jr.,Democratic,19579.0,49.39,False,False
2010,Guamanian,GU,governor,2010 Guam gubernatorial election,Total,,,,,False,False
2010,Hawaii,HI,governor,2010 Hawaii gubernatorial election,Winning,Neil Abercrombie,Democratic,222724.0,58.22,True,False
2010,Hawaii,HI,governor,2010 Hawaii gubernatorial election,Candidate,Duke Aiona,Republican,157311.0,41.12,False,False
2010,Hawaii,HI,governor,2010 Hawaii gubernatorial election,Candidate,Daniel Cunningham,Energy,1265.0,0.33,False,False
2010,Hawaii,HI,governor,2010 Hawaii gubernatorial election,Candidate,Tom Pollard,Independent,1263.0,0.33,False,False
2010,Idaho,ID,governor,2010 Idaho gubernatorial election,Candidate,Butch Otter,Republican,267483.0,59.11,False,True
2010,Idaho,ID,governor,2010 Idaho gubernatorial election,Candidate,Keith G. Allred,Democratic,148680.0,32.85,False,False
2010,Idaho,ID,governor,2010 Idaho gubernatorial election,Candidate,Jana M. Kemp,Independent,26655.0,5.89,False,False
2010,Idaho,ID,governor,2010 Idaho gubernatorial election,Candidate,Ted Dunlap,Libertarian,5867.0,1.3,False,False
2010,Idaho,ID,governor,2010 Idaho gubernatorial election,Candidate,Pro-Life,Independent,3850.0,0.85,False,False
2010,Illinois,IL,governor,2010 Illinois gubernatorial election,Winning,Pat Quinn (incumbent)/Sheila Simon,Democratic,1745219.0,46.79,True,False
2010,Illinois,IL,governor,2010 Illinois gubernatorial election,Candidate,Bill Brady/Jason Plummer,Republican,1713385.0,45.94,False,False
2010,Illinois,IL,governor,2010 Illinois gubernatorial election,Candidate,Scott Lee Cohen,Independent,135705.0,3.64,False,False
2010,Illinois,IL,governor,2010 Illinois gubernatorial election,Candidate,Rich Whitney/Donald Crawford,Green,100756.0,2.7,False,False
2010,Illinois,IL,governor,2010 Illinois gubernatorial election,Candidate,Lex Green,Libertarian,34681.0,0.93,False,False
2010,Illinois,IL,governor,2010 Illinois gubernatorial election,Total,,,3729746.0,100.0,False,False
2010,Iowa,IA,governor,2010 Iowa gubernatorial election,Winning,Terry Branstad,Republican,592494.0,52.81,True,False
2010,Iowa,IA,governor,2010 Iowa gubernatorial election,Candidate,Chet Culver,Democratic,484798.0,43.21,False,True
2010,Iowa,IA,governor,2010 Iowa gubernatorial election,Candidate,Jonathan Narcisse,Iowa,20859.0,1.86,False,False
2010,Iowa,IA,governor,2010 Iowa gubernatorial election,Candidate,Eric Cooper,Libertarian,14398.0,1.28,False,False
