year,state,state_code,office,candidate,party,percentage,winner,incumbent
2022,Alabama,AL,governor,Kay Ivey,Republican,66.9,True,True
2022,Alabama,AL,governor,Yolanda Flowers,Democratic,29.2,False,False
2022,Alabama,AL,governor,Jimmy Blake,Libertarian,3.3,False,False
2022,Alaska,AK,governor,Mike Dunleavy,Republican,50.3,True,True
2022,Alaska,AK,governor,Les Gara,Democratic,24.2,False,False
2022,Alaska,AK,governor,Bill Walker,Independent,20.7,False,False
2022,Alaska,AK,governor,Charlie Pierce,Republican,4.5,False,False
2022,Arizona,AZ,governor,Katie Hobbs,Democratic,50.3,True,False
2022,Arizona,AZ,governor,Kari Lake,Republican,49.7,False,False
2022,Arkansas,AR,governor,Sarah Huckabee Sanders,Republican,63.0,True,False
2022,Arkansas,AR,governor,Chris Jones,Democratic,35.2,False,False
2022,Arkansas,AR,governor,Ricky Harrington,Libertarian,1.8,False,False
2022,California,CA,governor,Gavin Newsom,Democratic,59.2,True,True
2022,California,CA,governor,Brian Dahle,Republican,40.8,False,False
2022,Colorado,CO,governor,Jared Polis,Democratic,58.5,True,True
2022,Colorado,CO,governor,Heidi Ganahl,Republican,39.2,False,False
2022,Connecticut,CT,governor,Ned Lamont,Democratic,56.0,True,True
2022,Connecticut,CT,governor,Bob Stefanowski,Republican,43.1,False,False
2022,Connecticut,CT,governor,Robert Hotaling,Independent,1.0,False,False
2022,Florida,FL,governor,Ron DeSantis,Republican,59.4,True,True
2022,Florida,FL,governor,Charlie Crist,Democratic,40.0,False,False
2022,Georgia,GA,governor,Brian Kemp,Republican,53.4,True,True
2022,Georgia,GA,governor,Stacey Abrams,Democratic,45.9,False,False
2022,Georgia,GA,governor,Shane Hazel,Libertarian,0.7,False,False
2022,Hawaii,HI,governor,Josh Green,Democratic,63.2,True,False
2022,Hawaii,HI,governor,Duke Aiona,Republican,36.8,False,False
2022,Idaho,ID,governor,Brad Little,Republican,60.5,True,True
2022,Idaho,ID,governor,Stephen Heidt,Democratic,20.3,False,False
2022,Idaho,ID,governor,Ammon Bundy,Independent,17.2,False,False
2022,Illinois,IL,governor,J. B. Pritzker,Democratic,54.9,True,True
2022,Illinois,IL,governor,Darren Bailey,Republican,42.4,False,False
2022,Illinois,IL,governor,Scott Schluter,Libertarian,2.7,False,False
2022,Iowa,IA,governor,Kim Reynolds,Republican,58.0,True,True
2022,Iowa,IA,governor,Deidre DeJear,Democratic,39.5,False,False
2022,Iowa,IA,governor,Rick Stewart,Libertarian,2.4,False,False
2022,Kansas,KS,governor,Laura Kelly,Democratic,49.5,True,True
2022,Kansas,KS,governor,Derek Schmidt,Republican,47.3,False,False
2022,Kansas,KS,governor,Dennis Pyle,Independent,2.0,False,False
2022,Kansas,KS,governor,Seth Cordell,Libertarian,1.1,False,False
2022,Maine,ME,governor,Janet Mills,Democratic,55.7,True,True
2022,Maine,ME,governor,Paul LePage,Republican,42.4,False,False
2022,Maine,ME,governor,Sam Hunkler,Independent,1.9,False,False
2022,Maryland,MD,governor,Wes Moore,Democratic,64.5,True,False
2022,Maryland,MD,governor,Dan Cox,Republican,32.1,False,False
2022,Massachusetts,MA,governor,Maura Healey,Democratic,63.7,True,False
2022,Massachusetts,MA,governor,Geoff Diehl,Republican,34.6,False,False
2022,Massachusetts,MA,governor,Kevin Reed,Libertarian,1.6,False,False
2022,Michigan,MI,governor,Gretchen Whitmer,Democratic,54.5,True,True
2022,Michigan,MI,governor,Tudor Dixon,Republican,43.9,False,False
2022,Minnesota,MN,governor,Tim Walz,Minnesota Democratic–farmer–labor,52.3,True,True
2022,Minnesota,MN,governor,Scott Jensen,Republican,44.6,False,False
