year,state,state_code,office,candidate,party,percentage,winner,incumbent
2020,Delaware,DE,governor,John Carney,Democratic,59.5,True,True
2020,Delaware,DE,governor,Julianne Murray,Republican,38.6,False,False
2020,Delaware,DE,governor,Kathy DeMatteis,Independent (delaware),1.2,False,False
2020,Indiana,IN,governor,Eric Holcomb,Republican,56.5,True,True
2020,Indiana,IN,governor,Woody Myers,Democratic,32.1,False,False
2020,Indiana,IN,governor,Donald Rainwater,Libertarian,11.4,False,False
2020,Missouri,MO,governor,Mike Parson,Republican,57.1,True,True
2020,Missouri,MO,governor,Nicole Galloway,Democratic,40.7,False,False
2020,Missouri,MO,governor,Rik Combs,Libertarian,1.6,False,False
2020,Montana,MT,governor,Greg Gianforte,Republican,54.4,True,False
2020,Montana,MT,governor,Mike Cooney,Democratic,41.6,False,False
2020,Montana,MT,governor,Lyman Bishop,Libertarian,4.0,False,False
2020,New Hampshire,NH,governor,Chris Sununu,Republican,65.1,True,True
2020,New Hampshire,NH,governor,Dan Feltes,Democratic,33.4,False,False
2020,New Hampshire,NH,governor,Darryl W. Perry,Libertarian,1.4,False,False
2020,North Carolina,NC,governor,Roy Cooper,Democratic,51.5,True,True
2020,North Carolina,NC,governor,Dan Forest,Republican,47.0,False,False
2020,North Carolina,NC,governor,Steven J. DiFiore,Libertarian,1.1,False,False
2020,North Dakota,ND,governor,Doug Burgum,Republican,65.8,True,True
2020,North Dakota,ND,governor,Shelley Lenz,North Dakota Democratic–nonpartisan League,25.4,False,False
2020,North Dakota,ND,governor,DuWayne Hendrickson,Libertarian,3.9,False,False
2020,Utah,UT,governor,Spencer Cox,Republican,63.0,True,False
2020,Utah,UT,governor,Christopher Peterson,Democratic,30.3,False,False
2020,Utah,UT,governor,Daniel Cottam,Libertarian,3.5,False,False
2020,Utah,UT,governor,Gregory Duerden,Independent American,1.8,False,False
2020,Vermont,VT,governor,Phil Scott,Republican,68.5,True,True
2020,Vermont,VT,governor,David Zuckerman,Progressive Party (vermont),27.3,False,False
2020,Vermont,VT,governor,Kevin Hoyt,Independent,1.3,False,False
2020,Vermont,VT,governor,Emily Peyton,Independent,1.0,False,False
2020,Washington,WA,governor,Jay Inslee,Democratic,56.6,True,True
