year,map_vintage,state,state_code,district,district_note,at_large,counties_whole,counties_partial,counties_whole_list,counties_partial_list,matched_counties,d_votes,r_votes,other_votes,total_votes,d_share_two_party_pct,r_share_two_party_pct,national_d_share_two_party_pct,lean_pct,lean_label,votes_from_partial_pct
2008,2000s,Alaska,AK,AK-AL,,True,0,0,,,0,0,0,0,0,,,53.72,,,
2008,2000s,Alabama,AL,AL-01,,False,5,1,Baldwin County; Escambia County; Mobile County; Monroe County; Washington County,Clarke County,6,116941,183167,2186,302294,38.97,61.03,53.72,-14.76,R+14.8,1.6
2008,2000s,Alabama,AL,AL-02,,False,15,1,Autauga County; Barbour County; Bullock County; Butler County; Coffee County; Conecuh County; Covington County; Crenshaw County; Dale County; Elmore County; Geneva County; Henry County; Houston County; Lowndes County; Pike County,Montgomery County,16,88633,167603,1583,257820,34.59,65.41,53.72,-19.13,R+19.1,8.3
2008,2000s,Alabama,AL,AL-03,,False,11,2,Calhoun County; Chambers County; Cherokee County; Clay County; Cleburne County; Lee County; Macon County; Randolph County; Russell County; Talladega County; Tallapoosa County,Coosa County; Montgomery County,13,143086,175955,2776,321816,44.85,55.15,53.72,-8.88,R+8.9,26.9
2008,2000s,Alabama,AL,AL-04,,False,11,3,Blount County; Cullman County; DeKalb County; Etowah County; Fayette County; Franklin County; Lamar County; Marion County; Marshall County; Walker County; Winston County,Morgan County; Pickens County; St. Clair County,14,69925,220171,4174,294270,24.1,75.9,53.72,-29.62,R+29.6,18.7
2008,2000s,Alabama,AL,AL-05,,False,6,1,Colbert County; Jackson County; Lauderdale County; Lawrence County; Limestone County; Madison County,Morgan County,7,110154,177736,4086,291976,38.26,61.74,53.72,-15.46,R+15.5,2.4
2008,2000s,Alabama,AL,AL-06,,False,3,4,Bibb County; Chilton County; Shelby County,Coosa County; Jefferson County; St. Clair County; Tuscaloosa County,7,180040,256091,3834,439964,41.28,58.72,53.72,-12.44,R+12.4,73.4
2008,2000s,Alabama,AL,AL-07,,False,8,4,Choctaw County; Dallas County; Greene County; Hale County; Marengo County; Perry County; Sumter County; Wilcox County,Clarke County; Jefferson County; Pickens County; Tuscaloosa County,12,104701,85823,1155,191679,54.95,45.05,53.72,1.23,D+1.2,61.7
2008,2000s,Arkansas,AR,AR-01,,False,26,0,Arkansas County; Baxter County; Clay County; Cleburne County; Craighead County; Crittenden County; Cross County; Fulton County; Greene County; Independence County; Izard County; Jackson County; Lawrence County; Lee County; Lonoke County; Mississippi County; Monroe County; Phillips County; Poinsett County; Prairie County; Randolph County; St. Francis County; Searcy County; Sharp County; Stone County; Woodruff County,,26,95102,145340,7185,247627,39.55,60.45,53.72,-14.17,R+14.2,0.0
2008,2000s,Arkansas,AR,AR-02,,False,8,0,Conway County; Faulkner County; Perry County; Pulaski County; Saline County; Van Buren County; White County; Yell County,,8,131891,161540,5855,299286,44.95,55.05,53.72,-8.78,R+8.8,0.0
2008,2000s,Arkansas,AR,AR-03,,False,12,0,Benton County; Boone County; Carroll County; Crawford County; Franklin County; Johnson County; Madison County; Marion County; Newton County; Pope County; Sebastian County; Washington County,,12,96485,185055,6894,288434,34.27,65.73,53.72,-19.45,R+19.5,0.0
2008,2000s,Arkansas,AR,AR-04,,False,29,0,Ashley County; Bradley County; Calhoun County; Chicot County; Clark County; Cleveland County; Columbia County; Dallas County; Desha County; Drew County; Garland County; Grant County; Hempstead County; Hot Spring County; Howard County; Jefferson County; Lafayette County; Lincoln County; Little River County; Logan County; Miller County; Montgomery County; Nevada County; Ouachita County; Pike County; Polk County; Scott County; Sevier County; Union County,,29,98832,146082,6356,251270,40.35,59.65,53.72,-13.37,R+13.4,0.0
2008,2000s,Arizona,AZ,AZ-01,,False,5,3,Apache County; Gila County; Graham County; Greenlee County; Yavapai County,Coconino County; Navajo County; Pinal County,8,135347,170349,5714,311410,44.28,55.72,53.72,-9.45,R+9.4,48.0
2008,2000s,Arizona,AZ,AZ-02,,False,1,4,Mohave County,Coconino County; La Paz County; Maricopa County; Navajo County,5,185025,244198,7703,436926,43.11,56.89,53.72,-10.62,R+10.6,84.4
2008,2000s,Arizona,AZ,AZ-03,,False,0,1,,Maricopa County,1,39141,48519,1479,89139,44.65,55.35,53.72,-9.07,R+9.1,100.0
2008,2000s,Arizona,AZ,AZ-04,,False,0,1,,Maricopa County,1,13248,16422,501,30170,44.65,55.35,53.72,-9.07,R+9.1,100.0
2008,2000s,Arizona,AZ,AZ-05,,False,0,1,,Maricopa County,1,92734,114953,3504,211191,44.65,55.35,53.72,-9.07,R+9.1,100.0
2008,2000s,Arizona,AZ,AZ-06,,False,0,2,,Maricopa County; Pinal County,2,23905,29987,907,54799,44.36,55.64,53.72,-9.37,R+9.4,100.0
2008,2000s,Arizona,AZ,AZ-07,,False,1,5,Yuma County,La Paz County; Maricopa County; Pima County; Pinal County; Santa Cruz County,6,474997,533110,16630,1024738,47.12,52.88,53.72,-6.61,R+6.6,95.7
2008,2000s,Arizona,AZ,AZ-08,,False,1,2,Cochise County,Pima County; Santa Cruz County,3,70310,72573,2581,145465,49.21,50.79,53.72,-4.52,R+4.5,66.3
2008,2000s,California,CA,CA-01,,False,5,2,Del Norte County; Humboldt County; Lake County; Mendocino County; Napa County,Sonoma County; Yolo County,7,199389,93984,8401,301774,67.96,32.04,53.72,14.24,D+14.2,34.2
2008,2000s,California,CA,CA-02,,False,8,2,Colusa County; Glenn County; Shasta County; Siskiyou County; Sutter County; Tehama County; Trinity County; Yuba County,Butte County; Yolo County,10,147203,169483,7911,324597,46.48,53.52,53.72,-7.24,R+7.2,37.4
2008,2000s,California,CA,CA-03,,False,3,2,Alpine County; Amador County; Calaveras County,Sacramento County; Solano County,5,293918,205163,10454,509535,58.89,41.11,53.72,5.17,D+5.2,91.6
2008,2000s,California,CA,CA-04,,False,7,1,El Dorado County; Lassen County; Modoc County; Nevada County; Placer County; Plumas County; Sierra County,Butte County,8,165839,198977,8207,373022,45.46,54.54,53.72,-8.27,R+8.3,6.0
2008,2000s,California,CA,CA-05,,False,0,1,,Sacramento County,1,48891,32992,1701,83585,59.71,40.29,53.72,5.98,D+6.0,100.0
2008,2000s,California,CA,CA-06,,False,1,2,Marin County,San Francisco County; Sonoma County,3,235428,68225,6432,310085,77.53,22.47,53.72,23.81,D+23.8,54.8
2008,2000s,California,CA,CA-07,,False,0,2,,Contra Costa County; Solano County,2,87879,41488,2380,131747,67.93,32.07,53.72,14.21,D+14.2,100.0
2008,2000s,California,CA,CA-08,,False,0,1,,San Francisco County,1,235865,38278,6114,280257,86.04,13.96,53.72,32.31,D+32.3,100.0
2008,2000s,California,CA,CA-09,,False,0,1,,Alameda County,1,87550,21400,2214,111164,80.36,19.64,53.72,26.63,D+26.6,100.0
2008,2000s,California,CA,CA-10,,False,0,4,,Alameda County; Contra Costa County; Sacramento County; Solano County,4,354773,150747,9648,515168,70.18,29.82,53.72,16.46,D+16.5,100.0
2008,2000s,California,CA,CA-11,,False,0,4,,Alameda County; Contra Costa County; San Joaquin County; Santa Clara County,4,544271,238844,15441,798555,69.5,30.5,53.72,15.78,D+15.8,100.0
2008,2000s,California,CA,CA-12,,False,0,2,,San Francisco County; San Mateo County,2,130441,30270,3295,164007,81.16,18.84,53.72,27.44,D+27.4,100.0
2008,2000s,California,CA,CA-13,,False,0,1,,Alameda County,1,145264,35508,3673,184446,80.36,19.64,53.72,26.63,D+26.6,100.0
2008,2000s,California,CA,CA-14,,False,0,3,,San Mateo County; Santa Clara County; Santa Cruz County,3,297941,98236,8298,404475,75.2,24.8,53.72,21.48,D+21.5,100.0
2008,2000s,California,CA,CA-15,,False,0,1,,Santa Clara County,1,101897,41892,2934,146723,70.87,29.13,53.72,17.14,D+17.1,100.0
2008,2000s,California,CA,CA-16,,False,0,1,,Santa Clara County,1,82907,34085,2387,119379,70.87,29.13,53.72,17.14,D+17.1,100.0
2008,2000s,California,CA,CA-17,,False,2,1,Monterey County; San Benito County,Santa Cruz County,3,124660,52432,3755,180847,70.39,29.61,53.72,16.67,D+16.7,17.3
2008,2000s,California,CA,CA-18,,False,1,3,Merced County,Madera County; San Joaquin County; Stanislaus County,4,83977,76198,3035,163210,52.43,47.57,53.72,-1.3,R+1.3,60.9
2008,2000s,California,CA,CA-19,,False,2,3,Mariposa County; Tuolumne County,Fresno County; Madera County; Stanislaus County,5,81005,88887,3579,173471,47.68,52.32,53.72,-6.04,R+6.0,78.8
2008,2000s,California,CA,CA-20,,False,1,2,Kings County,Fresno County; Kern County,3,83048,91958,3155,178161,47.45,52.55,53.72,-6.27,R+6.3,80.3
2008,2000s,California,CA,CA-21,,False,1,1,Tulare County,Fresno County,2,117787,130831,4285,252902,47.38,52.62,53.72,-6.35,R+6.3,58.4
2008,2000s,California,CA,CA-22,,False,0,3,,Kern County; Los Angeles County; San Luis Obispo County,3,445837,296445,15748,758030,60.06,39.94,53.72,6.34,D+6.3,100.0
2008,2000s,California,CA,CA-23,,False,0,3,,San Luis Obispo County; Santa Barbara County; Ventura County,3,39446,27828,1482,68755,58.64,41.36,53.72,4.91,D+4.9,100.0
2008,2000s,California,CA,CA-24,,False,0,2,,Santa Barbara County; Ventura County,2,260881,189979,8934,459794,57.86,42.14,53.72,4.14,D+4.1,100.0
2008,2000s,California,CA,CA-25,,False,2,2,Inyo County; Mono County,Los Angeles County; San Bernardino County,4,1002446,470069,30372,1502887,68.08,31.92,53.72,14.35,D+14.4,99.1
2008,2000s,California,CA,CA-26,,False,0,2,,Los Angeles County; San Bernardino County,2,279607,118377,8088,406072,70.26,29.74,53.72,16.53,D+16.5,100.0
2008,2000s,California,CA,CA-27,,False,0,1,,Los Angeles County,1,84947,35388,2441,122775,70.59,29.41,53.72,16.87,D+16.9,100.0
2008,2000s,California,CA,CA-28,,False,0,1,,Los Angeles County,1,43621,18172,1253,63047,70.59,29.41,53.72,16.87,D+16.9,100.0
2008,2000s,California,CA,CA-29,,False,0,1,,Los Angeles County,1,57396,23911,1649,82956,70.59,29.41,53.72,16.87,D+16.9,100.0
2008,2000s,California,CA,CA-30,,False,0,1,,Los Angeles County,1,160710,66950,4618,232277,70.59,29.41,53.72,16.87,D+16.9,100.0
2008,2000s,California,CA,CA-31,,False,0,1,,Los Angeles County,1,22959,9564,660,33182,70.59,29.41,53.72,16.87,D+16.9,100.0
2008,2000s,California,CA,CA-32,,False,0,1,,Los Angeles County,1,52805,21998,1517,76320,70.59,29.41,53.72,16.87,D+16.9,100.0
2008,2000s,California,CA,CA-33,,False,0,1,,Los Angeles County,1,27550,11477,792,39819,70.59,29.41,53.72,16.87,D+16.9,100.0
2008,2000s,California,CA,CA-34,,False,0,1,,Los Angeles County,1,32142,13390,924,46455,70.59,29.41,53.72,16.87,D+16.9,100.0
2008,2000s,California,CA,CA-35,,False,0,1,,Los Angeles County,1,32142,13390,924,46455,70.59,29.41,53.72,16.87,D+16.9,100.0
2008,2000s,California,CA,CA-36,,False,0,1,,Los Angeles County,1,41325,17216,1187,59728,70.59,29.41,53.72,16.87,D+16.9,100.0
