Year,State,Election,Election_Type,Row_Type,Incumbent,candidate,party,votes,percentage
1918,Colorado,Democratic primary results,Primary,Winning,False,John F. Shafroth (inc.),Democratic Party (United States),"42,664",100.00
1918,Colorado,Democratic primary results,Primary,Total,False,,,"42,664",100.00
1918,Colorado,Republican primary results,Primary,Winning,False,Lawrence C. Phipps,Republican Party (United States),"31,537",67.43
1918,Colorado,Republican primary results,Primary,Candidate,False,Charles W. Waterman,Republican Party (United States),"15,235",32.57
1918,Colorado,Republican primary results,Primary,Total,False,,,"46,772",100.00
1918,Idaho,Democratic primary results,Primary,Winning,False,Frank L. Moore,Democratic Party (United States),"18,905",100.00
1918,Idaho,Democratic primary results,Primary,Total,False,,,"18,905",
1918,Idaho,Republican primary results,Primary,Winning,True,William Borah,Republican Party (United States),"26,910",100.00
1918,Idaho,Republican primary results,Primary,Total,False,,,"26,910",
1918,Idaho (special),Democratic primary results,Primary,Winning,True,John F. Nugent,Democratic Party (United States),"21,312",64.81
1918,Idaho (special),Democratic primary results,Primary,Candidate,False,James H. Hawley,Democratic Party (United States),"11,570",35.19
1918,Idaho (special),Democratic primary results,Primary,Total,False,,,"32,882",
1918,Idaho (special),Republican primary results,Primary,Winning,False,Frank R. Gooding,Republican Party (United States),"16,427",59.87
1918,Idaho (special),Republican primary results,Primary,Candidate,False,James F. Ailshie,Republican Party (United States),"11,011",40.13
1918,Idaho (special),Republican primary results,Primary,Total,False,,,"27,438",
1918,Illinois,Democratic primary,Primary,Winning,True,James Hamilton Lewis,Democratic Party (United States),"169,552",81.37
1918,Illinois,Democratic primary,Primary,Candidate,False,James O. Monroe,Democratic Party (United States),"21,288",10.22
1918,Illinois,Democratic primary,Primary,Candidate,False,James Traynor,Democratic Party (United States),"17,523",8.41
1918,Illinois,Democratic primary,Primary,Total,False,,,"208,363",100
1918,Illinois,Republican primary,Primary,Winning,False,Medill McCormick,Republican Party (United States),"192,222",44.04
1918,Illinois,Republican primary,Primary,Candidate,False,William Hale Thompson,Republican Party (United States),"169,552",38.85
1918,Illinois,Republican primary,Primary,Candidate,False,George Edmund Foss,Republican Party (United States),"62,040",14.22
1918,Illinois,Republican primary,Primary,Candidate,False,Patrick H. O'Donnell,Republican Party (United States),"7,535",1.73
1918,Illinois,Republican primary,Primary,Candidate,False,Alfred E. Case,Republican Party (United States),"5,075",1.16
1918,Illinois,Republican primary,Primary,Total,False,,,"436,424",100
1918,Illinois,Socialist primary,Primary,Winning,False,William Bross Lloyd,Socialist Party of America,"1,801",100
1918,Illinois,Socialist primary,Primary,Total,False,,,"1,801",100
1918,Kansas,Democratic primary results,Primary,Winning,False,William H. Thompson (inc.),Democratic Party (United States),"29,080",75.36%
1918,Kansas,Democratic primary results,Primary,Candidate,False,George W. Marble,Democratic Party (United States),"9,510",24.64%
1918,Kansas,Democratic primary results,Primary,Total,False,,,"38,590",100.00%
1918,Kansas,Republican primary results,Primary,Winning,False,Arthur Capper,Republican Party (United States),"103,120",59.45%
1918,Kansas,Republican primary results,Primary,Candidate,False,Walter R. Stubbs,Republican Party (United States),"31,614",18.22%
1918,Kansas,Republican primary results,Primary,Candidate,False,Charles F. Scott,Republican Party (United States),"24,826",14.31%
1918,Kansas,Republican primary results,Primary,Candidate,False,Joseph L. Bristow,Republican Party (United States),"13,911",8.02%
1918,Kansas,Republican primary results,Primary,Total,False,,,"173,471",100.00%
1918,Kansas,Socialist primary results,Primary,Winning,False,Eva Harding,Socialist Party (United States),"1,245",100.00%
1918,Kansas,Socialist primary results,Primary,Total,False,,,"1,245",100.00%
1918,Maine,1918 Republican U.S. Senate primary,Primary,Winning,False,Bert Fernald (inc.),Republican Party (United States),"27,205",100.00%
1918,Maine,1918 Republican U.S. Senate primary,Primary,Total,False,,,"27,205",100.00%
1918,Maine,1918 Democratic U.S. Senate primary,Primary,Winning,False,Elmer E. Newbert,Democratic Party (United States),"11,200",100.00%
1918,Maine,1918 Democratic U.S. Senate primary,Primary,Total,False,,,"11,200",100.00%
1918,Massachusetts,1918 Republican U.S. Senate primary,Primary,Winning,True,John W. Weeks,Republican Party (United States),"77,659",99.90%
1918,Massachusetts,1918 Republican U.S. Senate primary,Primary,Candidate,False,All others,Write-in,79,0.10%
1918,Massachusetts,1918 Republican U.S. Senate primary,Primary,Total,False,,,"77,738",100.00%
1918,Massachusetts,1918 Democratic U.S. Senate primary,Primary,Winning,False,David I. Walsh,Democratic Party (United States),"46,356",99.98%
1918,Massachusetts,1918 Democratic U.S. Senate primary,Primary,Candidate,False,All others,Write-in,10,0.02%
1918,Massachusetts,1918 Democratic U.S. Senate primary,Primary,Total,False,,,"46,366",100.00%
1918,Michigan,1918 Democratic U.S. Senate primary,Primary,Winning,False,Henry Ford,Democratic Party (US),"30,791",78.45%
1918,Michigan,1918 Democratic U.S. Senate primary,Primary,Candidate,False,James W. Helme,Democratic Party (US),"8,414",21.44%
1918,Michigan,1918 Democratic U.S. Senate primary,Primary,Write-in,False,,,43,0.01%
1918,Michigan,1918 Democratic U.S. Senate primary,Primary,Total,False,,,"39,248",100.00%
1918,Minnesota,Republican primary election results,Primary,Winning,True,Knute Nelson,Republican Party of Minnesota,"229,923",71.99%
1918,Minnesota,Republican primary election results,Primary,Candidate,False,James A. Peterson,Republican Party of Minnesota,"89,464",28.01%
1918,Minnesota,Republican primary election results,Primary,Total,False,,,"319,387",100.00%
1918,Mississippi,1918 Democratic U.S. Senate primary,Primary,Winning,False,Pat Harrison,Democratic Party (United States),"56,715",52.71%
1918,Mississippi,1918 Democratic U.S. Senate primary,Primary,Candidate,True,James K. Vardaman,Democratic Party (United States),"44,154",41.04%
1918,Mississippi,1918 Democratic U.S. Senate primary,Primary,Candidate,False,Edmond Noel,Democratic Party (United States),"6,730",6.26%
1918,Mississippi,1918 Democratic U.S. Senate primary,Primary,Total,False,,,"107,599",100.00%
1918,Missouri (special),"Democratic primary August 6, 1918",Primary,Winning,False,Joseph W. Folk,Democratic Party (United States),"107,690",55.06
1918,Missouri (special),"Democratic primary August 6, 1918",Primary,Candidate,True,Xenophon P. Wilfley,Democratic Party (United States),"80,009",40.90
1918,Missouri (special),"Democratic primary August 6, 1918",Primary,Candidate,False,John C. Higdon,Democratic Party (United States),"7,907",4.04
1918,Missouri (special),"Democratic primary August 6, 1918",Primary,Total,False,,,"195,606",100
1918,Missouri (special),"Republican primary August 6, 1918",Primary,Winning,False,Selden P. Spencer,Republican Party (United States),"71,790",63.67
1918,Missouri (special),"Republican primary August 6, 1918",Primary,Candidate,False,Jay L. Torrey,Republican Party (United States),"40,956",36.33
1918,Missouri (special),"Republican primary August 6, 1918",Primary,Total,False,,,"112,746",100
1918,Missouri (special),"Socialist primary August 6, 1918",Primary,Winning,False,Caleb Lipscomb,Socialist Party of America,"1,414",100
1918,Missouri (special),"Socialist primary August 6, 1918",Primary,Total,False,,,"1,414",100
1918,Missouri (special),"Socialist Labor primary August 6, 1918",Primary,Winning,False,William Wesley Cox,Socialist Labor Party of America,48,100
1918,Missouri (special),"Socialist Labor primary August 6, 1918",Primary,Total,False,,,48,100
1918,Montana,Democratic Party primary results,Primary,Winning,True,Thomas J. Walsh,Democratic Party (United States),"28,553",100.00%
1918,Montana,Democratic Party primary results,Primary,Total,False,,,"28,553",100.00%
1918,Montana,Republican Primary results,Primary,Winning,False,Oscar M. Lanstrum,Republican Party (United States),"18,805",41.59%
1918,Montana,Republican Primary results,Primary,Candidate,False,Jeannette Rankin,Republican Party (United States),"17,091",37.80%
