year,level,state,state_code,district,candidate,party,percentage,winner,incumbent,open_seat
1992,house,Alabama,AL,1,Sonny Callahan,Republican,60.2,True,True,False
1992,house,Alabama,AL,1,William Brewer,Democratic,36.8,False,False,False
1992,house,Alabama,AL,1,John Garrett,Libertarian,3.0,False,False,False
1992,house,Alabama,AL,2,Terry Everett,Republican,49.5,True,False,True
1992,house,Alabama,AL,2,George Wallace Jr.,Democratic,47.9,False,False,True
1992,house,Alabama,AL,2,Glynn Reeves,Libertarian,1.4,False,False,True
1992,house,Alabama,AL,3,Glen Browder,Democratic,60.3,True,True,False
1992,house,Alabama,AL,3,Don Sledge,Republican,37.3,False,False,False
1992,house,Alabama,AL,3,Rodric Templeton,Libertarian,2.3,False,False,False
1992,house,Alabama,AL,4,Tom Bevill,Democratic,68.5,True,True,False
1992,house,Alabama,AL,4,Martha Strickland,Republican,29.0,False,False,False
1992,house,Alabama,AL,4,Robert King,Libertarian,2.5,False,False,False
1992,house,Alabama,AL,5,Bud Cramer,Democratic,65.6,True,True,False
1992,house,Alabama,AL,5,Terry Smith,Republican,31.9,False,False,False
1992,house,Alabama,AL,5,Michael Seibert,Libertarian,2.5,False,False,False
1992,house,Alabama,AL,6,Spencer Bachus,Republican,52.3,True,False,False
1992,house,Alabama,AL,6,Ben Erdreich,Democratic,45.0,False,True,False
1992,house,Alabama,AL,6,Carla Cloum,Independent,1.6,False,False,False
1992,house,Alabama,AL,6,Mark Bodenhausen,Libertarian,1.0,False,False,False
1992,house,Alabama,AL,7,Earl Hilliard,Democratic,69.5,True,False,True
1992,house,Alabama,AL,7,Kervin Jones,Republican,17.4,False,False,True
1992,house,Alabama,AL,7,James Lewis,Independent,6.0,False,False,True
1992,house,Alabama,AL,7,James Chambliss,Independent,5.5,False,False,True
1992,house,Alabama,AL,7,Michael Todd Mayer,Libertarian,1.0,False,False,True
1992,house,Alabama,AL,7,John Hawkins,Socialist Workers,0.6,False,False,True
1992,house,Alaska,AK,AL,Don Young,Republican,46.7,True,True,False
1992,house,Alaska,AK,AL,John S. Devens,Democratic,42.8,False,False,False
1992,house,Alaska,AK,AL,Michael States,Alaskan Independence,6.2,False,False,False
1992,house,Alaska,AK,AL,Mike Milligan,Green,3.9,False,False,False
1992,house,Arizona,AZ,1,Sam Coppersmith,Democratic,51.3,True,False,False
1992,house,Arizona,AZ,1,Jay Rhodes,Republican,44.6,False,True,False
1992,house,Arizona,AZ,1,Ted Goldstein,Natural Law,4.1,False,False,False
1992,house,Arizona,AZ,2,Ed Pastor,Democratic,66.0,True,True,False
1992,house,Arizona,AZ,2,Don Shooter,Republican,30.0,False,False,False
1992,house,Arizona,AZ,2,Dan Detaranto,Libertarian,4.0,False,False,False
1992,house,Arizona,AZ,3,Bob Stump,Republican,61.5,True,True,False
1992,house,Arizona,AZ,3,Roger Hartstone,Democratic,34.4,False,False,False
1992,house,Arizona,AZ,3,Pamela Volponi,Natural Law,4.1,False,False,False
1992,house,Arizona,AZ,4,Jon Kyl,Republican,59.2,True,True,False
1992,house,Arizona,AZ,4,Walter Mybeck,Democratic,26.7,False,False,False
1992,house,Arizona,AZ,4,Debbie Collings,Independent,9.7,False,False,False
1992,house,Arizona,AZ,4,Tim McDermott,Libertarian,4.4,False,False,False
1992,house,Arizona,AZ,5,Jim Kolbe,Republican,66.5,True,True,False
1992,house,Arizona,AZ,5,Jim Toevs,Democratic,29.7,False,False,False
1992,house,Arizona,AZ,5,Perry Willis,Libertarian,3.7,False,False,False
1992,house,Arizona,AZ,6,Karan English,Democratic,53.0,True,False,True
1992,house,Arizona,AZ,6,Doug Wead,Republican,41.4,False,False,True
1992,house,Arizona,AZ,6,Sarah Stannard,Independent,5.6,False,False,True
1992,house,Arkansas,AR,1,Blanche Lambert,Democratic,69.8,True,False,False
